geometry,building,x,y
"POLYGON ((1952606.007053779 8388899.408550387, 1952612.975653903 8388874.198451754, 1952672.542713426 8388890.649476355, 1952665.585245252 8388915.859631272, 1952651.447669921 8388911.94693844, 1952638.200650517 8388908.301021982, 1952624.486089251 8388904.52172024, 1952610.760396036 8388900.720189268, 1952606.007053779 8388899.408550387))",residential,"[1952606.0070537792, 1952612.975653903, 1952672.5427134263, 1952665.585245252, 1952651.4476699207, 1952638.2006505167, 1952624.4860892508, 1952610.7603960363, 1952606.0070537792]","[8388899.408550387, 8388874.198451754, 8388890.649476355, 8388915.859631272, 8388911.94693844, 8388908.301021982, 8388904.52172024, 8388900.720189268, 8388899.408550387]"
"POLYGON ((1952115.600169038 8389161.985525407, 1952134.836177048 8389103.693562627, 1952165.961106673 8389113.964653028, 1952163.979619737 8389119.967244968, 1952159.682687393 8389132.972877592, 1952155.163116066 8389146.689954314, 1952150.688072537 8389160.229200948, 1952146.725098664 8389172.256697072, 1952115.600169038 8389161.985525407))",residential,"[1952115.6001690384, 1952134.8361770476, 1952165.9611066733, 1952163.979619737, 1952159.6826873927, 1952155.1631160665, 1952150.6880725366, 1952146.7250986642, 1952115.6001690384]","[8389161.985525407, 8389103.693562627, 8389113.964653028, 8389119.967244968, 8389132.972877592, 8389146.689954314, 8389160.229200948, 8389172.256697072, 8389161.985525407]"
"POLYGON ((1952287.989532481 8389041.845004883, 1952306.513095749 8388983.776306724, 1952280.442071005 8388975.46176029, 1952278.827938389 8388980.486057285, 1952274.46421435 8388994.180618687, 1952270.10049031 8389007.85297405, 1952265.169036868 8389023.326109251, 1952261.907375788 8389033.530392922, 1952287.989532481 8389041.845004883))",residential,"[1952287.989532481, 1952306.5130957488, 1952280.4420710052, 1952278.8279383888, 1952274.4642143496, 1952270.1004903105, 1952265.169036868, 1952261.9073757883, 1952287.989532481]","[8389041.845004883, 8388983.776306724, 8388975.46176029, 8388980.486057285, 8388994.180618687, 8389007.85297405, 8389023.326109251, 8389033.530392922, 8389041.845004883]"
"POLYGON ((1952334.610135225 8387558.324377326, 1952359.378721927 8387564.058976498, 1952379.316042728 8387477.884869392, 1952354.547456026 8387472.150337289, 1952352.198614771 8387482.308019302, 1952346.810751416 8387505.579610536, 1952342.035145261 8387526.206259044, 1952337.3263308 8387546.566240275, 1952334.610135225 8387558.324377326))",residential,"[1952334.6101352253, 1952359.3787219268, 1952379.316042728, 1952354.547456026, 1952352.1986147705, 1952346.810751416, 1952342.035145261, 1952337.3263308003, 1952334.6101352253]","[8387558.324377326, 8387564.0589764975, 8387477.884869392, 8387472.150337289, 8387482.308019302, 8387505.579610536, 8387526.206259044, 8387546.566240275, 8387558.324377326]"
"POLYGON ((1952474.160248884 8387597.244167079, 1952474.060061342 8387608.135521414, 1952473.859686259 8387629.495958993, 1952473.659311175 8387650.856458502, 1952473.470068041 8387672.217019926, 1952473.35874855 8387683.997584975, 1952450.092974974 8387683.775309988, 1952450.905607257 8387597.021894714, 1952474.160248884 8387597.244167079))",residential,"[1952474.1602488838, 1952474.060061342, 1952473.8596862587, 1952473.6593111753, 1952473.4700680408, 1952473.3587485503, 1952450.092974974, 1952450.9056072568, 1952474.1602488838]","[8387597.244167079, 8387608.135521414, 8387629.495958993, 8387650.856458502, 8387672.217019926, 8387683.997584975, 8387683.775309988, 8387597.021894714, 8387597.244167079]"
"POLYGON ((1951933.091863883 8389124.080134856, 1951940.049332057 8389098.869267531, 1951999.62752353 8389115.320793746, 1951992.658923406 8389140.531717362, 1951978.521348076 8389136.641137101, 1951965.274328671 8389132.972877592, 1951951.570899355 8389129.193460613, 1951937.834074191 8389125.391813733, 1951933.091863883 8389124.080134856))",residential,"[1951933.0918638832, 1951940.0493320574, 1951999.62752353, 1951992.6589234064, 1951978.5213480757, 1951965.2743286714, 1951951.5708993545, 1951937.834074191, 1951933.0918638832]","[8389124.080134856, 8389098.86926753, 8389115.320793746, 8389140.531717362, 8389136.6411371, 8389132.972877592, 8389129.193460613, 8389125.391813733, 8389124.080134856]"
"POLYGON ((1952285.22880911 8387537.45314128, 1952309.051180139 8387546.366196512, 1952340.020262478 8387463.504093826, 1952316.209023397 8387454.591138819, 1952312.557744099 8387464.370940397, 1952304.186518392 8387486.753398768, 1952296.772640305 8387506.579823843, 1952289.458949759 8387526.161804998, 1952285.22880911 8387537.45314128))",residential,"[1952285.2288091097, 1952309.0511801394, 1952340.0202624777, 1952316.209023397, 1952312.557744099, 1952304.1865183918, 1952296.7726403046, 1952289.4589497594, 1952285.2288091097]","[8387537.4531412795, 8387546.366196512, 8387463.504093826, 8387454.591138819, 8387464.3709403975, 8387486.753398768, 8387506.579823843, 8387526.161804998, 8387537.4531412795]"
"POLYGON ((1952593.027201153 8387600.644935173, 1952592.927013611 8387611.536294529, 1952592.726638528 8387632.896741977, 1952592.526263444 8387654.257251333, 1952592.33702031 8387675.617822619, 1952592.225700819 8387687.376165592, 1952568.959927243 8387687.176118016, 1952569.772559526 8387600.4226627, 1952593.027201153 8387600.644935173))",residential,"[1952593.0272011529, 1952592.9270136112, 1952592.7266385278, 1952592.526263444, 1952592.3370203099, 1952592.225700819, 1952568.9599272432, 1952569.7725595261, 1952593.0272011529]","[8387600.644935173, 8387611.536294529, 8387632.896741977, 8387654.2572513325, 8387675.617822619, 8387687.376165592, 8387687.176118016, 8387600.4226627, 8387600.644935173]"
"POLYGON ((1952303.095587382 8387730.542114858, 1952300.390523755 8387741.100251137, 1952295.080584045 8387761.794242115, 1952289.781776282 8387782.488291212, 1952284.471836572 8387803.182398422, 1952281.555265913 8387814.585298662, 1952259.024200977 8387808.806048772, 1952280.564522445 8387724.762930883, 1952303.095587382 8387730.542114858))",residential,"[1952303.0955873816, 1952300.3905237555, 1952295.0805840448, 1952289.7817762825, 1952284.4718365718, 1952281.555265913, 1952259.0242009766, 1952280.5645224454, 1952303.0955873816]","[8387730.542114858, 8387741.100251137, 8387761.794242115, 8387782.488291212, 8387803.182398422, 8387814.585298662, 8387808.806048772, 8387724.762930883, 8387730.542114858]"
"POLYGON ((1952566.33278726 8388880.223079477, 1952585.55766332 8388821.933345681, 1952616.682592946 8388832.204043336, 1952614.70110601 8388838.228636721, 1952610.404173665 8388851.211541053, 1952605.88460234 8388864.950324323, 1952601.40955881 8388878.466822175, 1952597.446584937 8388890.493858386, 1952566.33278726 8388880.223079477))",residential,"[1952566.3327872602, 1952585.5576633203, 1952616.6825929463, 1952614.70110601, 1952610.4041736654, 1952605.8846023397, 1952601.4095588096, 1952597.4465849372, 1952566.3327872602]","[8388880.223079477, 8388821.933345681, 8388832.204043336, 8388838.228636721, 8388851.211541053, 8388864.950324323, 8388878.466822175, 8388890.493858386, 8388880.223079477]"
"POLYGON ((1952554.054247426 8388962.700950595, 1952561.02284755 8388937.490635416, 1952620.589907073 8388953.964032659, 1952613.632438899 8388979.152172789, 1952599.494863568 8388975.261677742, 1952586.247844163 8388971.593498575, 1952572.533282898 8388967.814164374, 1952558.807589683 8388964.012600746, 1952554.054247426 8388962.700950595))",residential,"[1952554.0542474259, 1952561.0228475495, 1952620.5899070732, 1952613.6324388988, 1952599.494863568, 1952586.2478441633, 1952572.5332828977, 1952558.807589683, 1952554.0542474259]","[8388962.700950595, 8388937.490635416, 8388953.96403266, 8388979.152172789, 8388975.261677742, 8388971.593498575, 8388967.814164374, 8388964.012600746, 8388962.700950595]"
"POLYGON ((1952340.454408492 8389057.429369681, 1952359.679284552 8388999.138234036, 1952390.804214177 8389009.409178708, 1952388.822727242 8389015.433916975, 1952384.525794897 8389028.417133547, 1952380.006223571 8389042.156247223, 1952375.531180041 8389055.673070148, 1952371.568206168 8389067.700395599, 1952340.454408492 8389057.429369681))",residential,"[1952340.4544084922, 1952359.679284552, 1952390.8042141774, 1952388.8227272418, 1952384.5257948972, 1952380.0062235708, 1952375.5311800407, 1952371.5682061682, 1952340.4544084922]","[8389057.42936968, 8388999.138234036, 8389009.409178708, 8389015.433916975, 8389028.417133547, 8389042.156247223, 8389055.673070148, 8389067.700395599, 8389057.42936968]"
"POLYGON ((1952413.001320642 8388832.003964676, 1952432.237328651 8388773.714612318, 1952463.362258276 8388783.985242769, 1952461.380771341 8388789.987565894, 1952457.083838996 8388802.992616108, 1952452.553135721 8388816.709078552, 1952448.08922414 8388830.247718871, 1952444.126250267 8388842.27467637, 1952413.001320642 8388832.003964676))",residential,"[1952413.001320642, 1952432.2373286511, 1952463.3622582764, 1952461.3807713408, 1952457.0838389962, 1952452.5531357205, 1952448.0892241397, 1952444.1262502673, 1952413.001320642]","[8388832.003964676, 8388773.714612318, 8388783.98524277, 8388789.987565894, 8388802.992616108, 8388816.709078552, 8388830.24771887, 8388842.27467637, 8388832.003964676]"
"POLYGON ((1952382.733551095 8387569.3268099, 1952407.880624066 8387573.038745402, 1952420.815948895 8387485.53091915, 1952395.668875925 8387481.819027728, 1952394.143798901 8387492.132311505, 1952390.648366891 8387515.781792611, 1952387.553685046 8387536.71964844, 1952384.503530999 8387557.390838346, 1952382.733551095 8387569.3268099))",residential,"[1952382.7335510952, 1952407.8806240656, 1952420.8159488954, 1952395.668875925, 1952394.1437989015, 1952390.6483668906, 1952387.5536850465, 1952384.5035309987, 1952382.7335510952]","[8387569.3268099, 8387573.038745402, 8387485.53091915, 8387481.819027728, 8387492.132311505, 8387515.781792611, 8387536.71964844, 8387557.390838346, 8387569.3268099]"
"POLYGON ((1952533.749572305 8389044.512796802, 1952540.718172429 8389019.302201713, 1952600.285231952 8389035.775781862, 1952593.327763778 8389060.964201663, 1952579.190188447 8389057.073663408, 1952565.943169043 8389053.405443512, 1952552.228607777 8389049.62606735, 1952538.502914562 8389045.824461518, 1952533.749572305 8389044.512796802))",residential,"[1952533.7495723052, 1952540.7181724291, 1952600.2852319523, 1952593.327763778, 1952579.1901884475, 1952565.9431690427, 1952552.2286077768, 1952538.5029145624, 1952533.7495723052]","[8389044.512796802, 8389019.302201713, 8389035.775781862, 8389060.964201663, 8389057.073663408, 8389053.405443512, 8389049.62606735, 8389045.824461518, 8389044.512796802]"
"POLYGON ((1952528.484160391 8387577.839814453, 1952553.909532088 8387578.062086246, 1952554.677636574 8387489.598443035, 1952529.263396827 8387489.376173912, 1952529.163209285 8387499.80060299, 1952528.962834202 8387523.694605866, 1952528.773591067 8387544.876982048, 1952528.595479882 8387565.770466259, 1952528.484160391 8387577.839814453))",residential,"[1952528.4841603911, 1952553.909532088, 1952554.6776365745, 1952529.2633968266, 1952529.163209285, 1952528.9628342015, 1952528.773591067, 1952528.5954798819, 1952528.4841603911]","[8387577.839814453, 8387578.062086246, 8387489.598443035, 8387489.376173912, 8387499.80060299, 8387523.694605866, 8387544.876982048, 8387565.770466259, 8387577.839814453]"
"POLYGON ((1952571.954421545 8387578.595538571, 1952597.379793243 8387578.817810386, 1952598.147897729 8387490.354158103, 1952572.722526032 8387490.131888957, 1952572.633470439 8387500.578546044, 1952572.421963407 8387524.472551455, 1952572.243852222 8387545.632702786, 1952572.054609087 8387566.526189139, 1952571.954421545 8387578.595538571))",residential,"[1952571.9544215454, 1952597.3797932428, 1952598.147897729, 1952572.7225260322, 1952572.6334704394, 1952572.4219634072, 1952572.2438522219, 1952572.0546090873, 1952571.9544215454]","[8387578.5955385715, 8387578.817810386, 8387490.3541581035, 8387490.131888957, 8387500.578546044, 8387524.472551455, 8387545.632702786, 8387566.526189139, 8387578.5955385715]"
"POLYGON ((1952414.726772749 8387599.089028006, 1952413.157167929 8387609.869248686, 1952410.084749983 8387631.007417901, 1952407.001200088 8387652.145647754, 1952403.928782142 8387673.283938248, 1952402.225593933 8387684.93113999, 1952379.215855186 8387681.57478798, 1952391.717034002 8387595.732715095, 1952414.726772749 8387599.089028006))",residential,"[1952414.7267727489, 1952413.1571679292, 1952410.0847499827, 1952407.0012000878, 1952403.9287821422, 1952402.2255939331, 1952379.2158551863, 1952391.7170340023, 1952414.7267727489]","[8387599.089028006, 8387609.869248686, 8387631.007417901, 8387652.145647754, 8387673.283938248, 8387684.93113999, 8387681.57478798, 8387595.732715095, 8387599.089028006]"
"POLYGON ((1952578.154917183 8387416.138862993, 1952604.225941927 8387416.31667652, 1952604.949518617 8387307.340013525, 1952578.878493873 8387307.162202627, 1952578.811702178 8387318.453203343, 1952578.66698684 8387338.745931201, 1952578.533403451 8387359.638830967, 1952578.366424215 8387385.621679384, 1952578.243972775 8387402.936220342, 1952578.154917183 8387416.138862993))",residential,"[1952578.1549171826, 1952604.2259419267, 1952604.9495186165, 1952578.878493873, 1952578.8117021783, 1952578.6669868403, 1952578.5334034513, 1952578.3664242153, 1952578.243972775, 1952578.1549171826]","[8387416.138862993, 8387416.31667652, 8387307.340013525, 8387307.162202627, 8387318.453203343, 8387338.745931201, 8387359.638830967, 8387385.621679384, 8387402.936220342, 8387416.138862993]"
"POLYGON ((1952449.959391585 8387413.760607435, 1952476.030416329 8387413.938420909, 1952476.753993019 8387304.939566731, 1952450.682968275 8387304.783982236, 1952450.605044632 8387316.074979317, 1952450.471461243 8387336.367700615, 1952450.337877854 8387357.260593642, 1952450.159766668 8387383.243433669, 1952450.048447178 8387400.535742397, 1952449.959391585 8387413.760607435))",residential,"[1952449.959391585, 1952476.0304163292, 1952476.753993019, 1952450.6829682754, 1952450.6050446318, 1952450.4714612428, 1952450.337877854, 1952450.1597666685, 1952450.0484471777, 1952449.959391585]","[8387413.760607435, 8387413.938420909, 8387304.9395667305, 8387304.783982236, 8387316.074979317, 8387336.367700615, 8387357.2605936425, 8387383.243433669, 8387400.535742397, 8387413.760607435]"
"POLYGON ((1952535.953698223 8387416.138862993, 1952562.024722967 8387416.31667652, 1952562.737167708 8387307.340013525, 1952536.677274913 8387307.162202627, 1952536.59935127 8387318.453203343, 1952536.465767881 8387338.745931201, 1952536.332184492 8387359.638830967, 1952536.154073307 8387385.621679384, 1952536.042753816 8387402.936220342, 1952535.953698223 8387416.138862993))",residential,"[1952535.9536982232, 1952562.0247229668, 1952562.737167708, 1952536.6772749133, 1952536.5993512697, 1952536.4657678807, 1952536.332184492, 1952536.1540733066, 1952536.0427538157, 1952535.9536982232]","[8387416.138862993, 8387416.31667652, 8387307.340013525, 8387307.162202627, 8387318.453203343, 8387338.745931201, 8387359.638830967, 8387385.621679384, 8387402.936220342, 8387416.138862993]"
"POLYGON ((1952406.366678991 8387411.360125969, 1952432.437703734 8387411.537939381, 1952433.161280424 8387302.561347056, 1952407.090255681 8387302.383536275, 1952407.012332037 8387313.674529668, 1952406.878748648 8387333.967244366, 1952406.745165259 8387354.860130583, 1952406.567054074 8387380.84296215, 1952406.455734583 8387398.157491881, 1952406.366678991 8387411.360125969))",residential,"[1952406.3666789907, 1952432.4377037345, 1952433.1612804243, 1952407.0902556807, 1952407.012332037, 1952406.878748648, 1952406.7451652593, 1952406.567054074, 1952406.4557345833, 1952406.3666789907]","[8387411.360125969, 8387411.537939381, 8387302.561347056, 8387302.383536275, 8387313.674529668, 8387333.967244366, 8387354.860130583, 8387380.84296215, 8387398.157491881, 8387411.360125969]"
